"issueKey","rule","severity","type","status","component","line","message","effort","tags","createdAt","updatedAt"
"AZxFlRItD8AIjSwy0Iio","csharpsquid:S107","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1263","Method has 16 parameters, which is greater than the 7 authorized.","20min","brain-overload","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0Iip","csharpsquid:S2589","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1316","Remove this unnecessary check for null.","10min","cwe;redundant;suspicious;symbolic-execution","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0Iiq","csharpsquid:S2589","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1317","Remove this unnecessary check for null.","10min","cwe;redundant;suspicious;symbolic-execution","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0Iiu","csharpsquid:S107","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1543","Method has 11 parameters, which is greater than the 7 authorized.","20min","brain-overload","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0Iis","csharpsquid:S3358","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1578","Extract this nested ternary operation into an independent statement.","5min","confusing","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0Ii2","csharpsquid:S107","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1726","Method has 11 parameters, which is greater than the 7 authorized.","20min","brain-overload","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBTc1a6jXngCKKTj","external_roslyn:CA1510","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1732","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRIuD8AIjSwy0Ii6","csharpsquid:S2583","MAJOR","BUG","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2078","Remove this unnecessary check for null. Some code paths are unreachable.","15min","cwe;pitfall;suspicious;symbolic-execution;unused","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0Iiv","csharpsquid:S3776","CRITICAL","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2110","Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.","6min","brain-overload","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0IiY","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2174","Define a constant instead of using this literal '</body>' 6 times.","4min","design","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRIuD8AIjSwy0Ii7","csharpsquid:S2583","MAJOR","BUG","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2292","Remove this unnecessary check for null. Some code paths are unreachable.","15min","cwe;pitfall;suspicious;symbolic-execution;unused","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRIuD8AIjSwy0Ii8","csharpsquid:S2583","MAJOR","BUG","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2313","Remove this unnecessary check for null. Some code paths are unreachable.","15min","cwe;pitfall;suspicious;symbolic-execution;unused","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRIuD8AIjSwy0Ii4","csharpsquid:S3776","CRITICAL","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2606","Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.","6min","brain-overload","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRIZD8AIjSwy0IiJ","csharpsquid:S2325","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","10","Make 'AssignThreadParticipants' a static method.","5min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBS_1a6jXngCKKTT","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","10","Member 'AssignThreadParticipants' does not access instance data and can be marked as static","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTK","external_roslyn:CA1510","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","15","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTL","external_roslyn:CA1510","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","16","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTM","external_roslyn:CA1510","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","17","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTN","external_roslyn:CA1510","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","57","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTO","external_roslyn:CA1510","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","58","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRIZD8AIjSwy0IiI","csharpsquid:S2325","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","76","Make 'GetThreadOdds' a static method.","5min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBS_1a6jXngCKKTU","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","76","Member 'GetThreadOdds' does not access instance data and can be marked as static","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTV","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","114","Member 'EnsurePlaceholderMessages' does not access instance data and can be marked as static","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTP","external_roslyn:CA1510","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","116","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTW","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","139","Member 'ResetThreadForRetry' does not access instance data and can be marked as static","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTQ","external_roslyn:CA1510","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","141","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTS","external_roslyn:CA1510","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","160","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRIZD8AIjSwy0IiK","csharpsquid:S3928","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","167","The parameter name 'emailCount' is not declared in the argument list.","2min","","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBS_1a6jXngCKKTR","external_roslyn:CA2208","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","167","Method CreateThreads passes 'emailCount' as the paramName argument to a ArgumentOutOfRangeException constructor. Replace this argument with one of the method's parameter names. Note that the provided parameter name should have the exact casing as declared on the method.","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRIZD8AIjSwy0IiM","csharpsquid:S3267","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","221","Loops should be simplified using the ""Where"" LINQ method","5min","","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRIZD8AIjSwy0IiL","csharpsquid:S2325","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","240","Make 'SelectThreadForPromotion' a static method.","5min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBS_1a6jXngCKKTX","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","240","Member 'SelectThreadForPromotion' does not access instance data and can be marked as static","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTa","external_roslyn:CA1859","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","240","Change type of parameter 'threads' from 'System.Collections.Generic.IReadOnlyList<EvidenceFoundry.Models.EmailThread>' to 'System.Collections.Generic.List<EvidenceFoundry.Models.EmailThread>' for improved performance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTZ","external_roslyn:CA1859","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","249","Change type of parameter 'organizations' from 'System.Collections.Generic.IReadOnlyList<EvidenceFoundry.Models.Organization>' to 'System.Collections.Generic.List<EvidenceFoundry.Models.Organization>' for improved performance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTY","external_roslyn:CA1859","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","267","Change type of parameter 'organizations' from 'System.Collections.Generic.IReadOnlyList<EvidenceFoundry.Models.Organization>' to 'System.Collections.Generic.List<EvidenceFoundry.Models.Organization>' for improved performance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBS_1a6jXngCKKTb","external_roslyn:CA1859","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","396","Change type of parameter 'characters' from 'System.Collections.Generic.IReadOnlyList<EvidenceFoundry.Models.Character>' to 'System.Collections.Generic.List<EvidenceFoundry.Models.Character>' for improved performance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRIZD8AIjSwy0IiN","csharpsquid:S3267","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailThreadGenerator.cs","403","Loops should be simplified using the ""Where"" LINQ method","5min","","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBRK1a6jXngCKKSp","external_roslyn:CA1068","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmlFileService.cs","229","Method 'EvidenceFoundry.Services.EmlFileService.SaveThreadEmailsAsync(EvidenceFoundry.Models.EmailThread, string, bool, System.IProgress<(int completed, int total, string currentFile)>?, System.Threading.CancellationToken, bool)' should take CancellationToken as the last parameter","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBSv1a6jXngCKKTJ","external_roslyn:CA1510","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EntityGeneratorOrchestrator.cs","22","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBR21a6jXngCKKS5","external_roslyn:CA1861","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","90","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRH4D8AIjSwy0Ig2","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","277","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Theme.Theme(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihv","csharpsquid:S3776","CRITICAL","CODE_SMELL","CLOSED","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","601","Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.","6min","brain-overload","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihw","csharpsquid:S127","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","620","Do not update the loop counter 'i' within the loop body.","10min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRGuD8AIjSwy0IgC","csharpsquid:S2589","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OpenAIService.cs","110","Remove this unnecessary check for null.","10min","cwe;redundant;suspicious;symbolic-execution","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRGuD8AIjSwy0IgD","csharpsquid:S2589","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OpenAIService.cs","170","Remove this unnecessary check for null.","10min","cwe;redundant;suspicious;symbolic-execution","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBQY1a6jXngCKKSe","external_roslyn:CA1869","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OrganizationGenerator.cs","173","Avoid creating a new 'JsonSerializerOptions' instance for every serialization operation. Cache and reuse instances instead.","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRHAD8AIjSwy0IgI","csharpsquid:S6580","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OrganizationGenerator.cs","296","Use a format provider when parsing date and time.","10min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBQY1a6jXngCKKSg","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OrganizationGenerator.cs","379","Member 'NormalizeOrganization' does not access instance data and can be marked as static","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBQY1a6jXngCKKSf","external_roslyn:CA1510","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OrganizationGenerator.cs","424","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRHAD8AIjSwy0IgJ","csharpsquid:S1066","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OrganizationGenerator.cs","494","Merge this if statement with the enclosing one.","5min","clumsy","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRIAD8AIjSwy0Ih5","csharpsquid:S1118","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/RoleGenerator.cs","6","Add a 'protected' constructor or the 'static' keyword to the class declaration.","10min","design","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRIQD8AIjSwy0IiG","csharpsquid:S6580","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","139","Use a format provider when parsing date and time.","10min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRIQD8AIjSwy0IiH","csharpsquid:S6580","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","141","Use a format provider when parsing date and time.","10min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBSi1a6jXngCKKTI","external_roslyn:CA1859","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","257","Change type of parameter 'beats' from 'System.Collections.Generic.IReadOnlyList<EvidenceFoundry.Models.StoryBeat>' to 'System.Collections.Generic.List<EvidenceFoundry.Models.StoryBeat>' for improved performance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRIQD8AIjSwy0IiC","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","273","Define a constant instead of using this literal 'yyyy-MM-dd' 6 times.","4min","design","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBSi1a6jXngCKKTE","external_roslyn:CA1869","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","275","Avoid creating a new 'JsonSerializerOptions' instance for every serialization operation. Cache and reuse instances instead.","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBSi1a6jXngCKKTF","external_roslyn:CA1869","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","283","Avoid creating a new 'JsonSerializerOptions' instance for every serialization operation. Cache and reuse instances instead.","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRIQD8AIjSwy0IiE","csharpsquid:S6580","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","337","Use a format provider when parsing date and time.","10min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRIQD8AIjSwy0IiF","csharpsquid:S6580","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","338","Use a format provider when parsing date and time.","10min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBSi1a6jXngCKKTG","external_roslyn:CA1869","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","375","Avoid creating a new 'JsonSerializerOptions' instance for every serialization operation. Cache and reuse instances instead.","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxGGBSi1a6jXngCKKTH","external_roslyn:CA1869","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","392","Avoid creating a new 'JsonSerializerOptions' instance for every serialization operation. Cache and reuse instances instead.","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRIQD8AIjSwy0Ih-","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","395","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRIQD8AIjSwy0Ih_","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","401","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRIQD8AIjSwy0IiA","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","416","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRIQD8AIjSwy0IiB","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StoryBeatGenerator.cs","422","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRHUD8AIjSwy0IgU","csharpsquid:S107","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StorylineGenerator.cs","22","Method has 13 parameters, which is greater than the 7 authorized.","20min","brain-overload","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBQ71a6jXngCKKSk","external_roslyn:CA1510","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StorylineGenerator.cs","193","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxIbfueoCkCvYfP7rEh","external_roslyn:CA2263","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StorylineGenerator.cs","244","Prefer the generic overload 'System.Enum.GetNames<TEnum>()' instead of 'System.Enum.GetNames(System.Type)'","0min","","2026-02-10T03:07:36+0000","2026-02-10T16:41:03+0000"
"AZxGGBQ71a6jXngCKKSl","external_roslyn:CA1869","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StorylineGenerator.cs","349","Avoid creating a new 'JsonSerializerOptions' instance for every serialization operation. Cache and reuse instances instead.","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRHUD8AIjSwy0IgV","csharpsquid:S6580","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StorylineGenerator.cs","404","Use a format provider when parsing date and time.","10min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRHUD8AIjSwy0IgW","csharpsquid:S6580","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StorylineGenerator.cs","405","Use a format provider when parsing date and time.","10min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRHUD8AIjSwy0IgT","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/StorylineGenerator.cs","472","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRHKD8AIjSwy0IgO","csharpsquid:S107","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/WorldModelGenerator.cs","72","Method has 11 parameters, which is greater than the 7 authorized.","20min","brain-overload","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBQp1a6jXngCKKSj","external_roslyn:CA1869","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/WorldModelGenerator.cs","271","Avoid creating a new 'JsonSerializerOptions' instance for every serialization operation. Cache and reuse instances instead.","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRHKD8AIjSwy0IgP","csharpsquid:S3267","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/WorldModelGenerator.cs","311","Loops should be simplified using the ""Where"" LINQ method","5min","","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRHKD8AIjSwy0IgQ","csharpsquid:S3267","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/WorldModelGenerator.cs","321","Loop should be simplified by calling Select(assignment => assignment.Character))","5min","","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRHKD8AIjSwy0IgL","csharpsquid:S6562","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/WorldModelGenerator.cs","402","Provide the ""DateTimeKind"" when creating this object.","5min","localisation;pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRJuD8AIjSwy0IjT","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/ModelConfigurationDialog.cs","281","Define a constant instead of using this literal 'Validation Error' 5 times.","4min","design","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRKED8AIjSwy0IjW","csharpsquid:S1450","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepCharacters.cs","20","Remove the field '_plaintiffRows' and declare it as a local variable in the relevant methods.","5min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRKED8AIjSwy0IjX","csharpsquid:S1450","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepCharacters.cs","21","Remove the field '_defendantRows' and declare it as a local variable in the relevant methods.","5min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRKED8AIjSwy0IjY","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepCharacters.cs","260","Define a constant instead of using this literal 'State' 4 times.","4min","design","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRKED8AIjSwy0Ija","csharpsquid:S3267","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepCharacters.cs","476","Loop should be simplified by calling Select(role => role.Characters))","5min","","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRKUD8AIjSwy0Ijg","csharpsquid:S1066","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepGeneration.cs","331","Merge this if statement with the enclosing one.","5min","clumsy","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRKMD8AIjSwy0Ijd","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepGenerationSummary.cs","180","Define a constant instead of using this literal 'Disabled' 4 times.","4min","design","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBUA1a6jXngCKKTr","external_roslyn:CA1861","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepStoryBeats.cs","432","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
